Block Name,Point ID,FamilyIdNode,NumIdNode,Points_0,Points_1,Points_2,Points_Magnitude
dataset_1,475,0,3557,0.0198921,0.0179541,0.0110333,0.028979
dataset_1,476,0,3558,0.0101073,0.0195097,0.0110305,0.0245857
dataset_1,477,0,3559,0.0101348,0.00815709,0.0111532,0.0171361
dataset_1,478,0,3560,0.0106794,0.0433726,0.00748351,0.0452906
dataset_1,479,0,3561,0.0115928,0.0433175,0.0063406,0.045288
dataset_1,480,0,3562,0.01011,0.0320319,0.0110428,0.0353581
dataset_1,481,0,3563,0.0101098,0.0131871,0.011042,0.0199507
dataset_1,482,0,3564,0.0101354,0.0433663,0.00884435,0.0454046
dataset_1,483,0,3565,0.0100089,0.012355,0.009702,0.0186267
dataset_1,484,0,3566,0.0100103,0.0265605,0.00967991,0.0299895
dataset_1,485,0,3567,0.0100095,0.031254,0.00969212,0.034219
dataset_1,486,0,3568,0.012032,0.00828522,0.00597618,0.0157838
dataset_1,487,0,3569,0.0199864,0.0107687,0.00963089,0.0246612
dataset_1,488,0,3570,0.0199933,0.0342855,0.00974099,0.040867
dataset_1,489,0,3571,0.0100134,0.00900211,0.00963394,0.0165565
dataset_1,490,0,3572,0.019989,0.0155684,0.00966825,0.0271184
dataset_1,491,0,3573,0.0199887,0.0373167,0.00966412,0.0434222
dataset_1,492,0,3574,0.0199912,0.0312187,0.00970319,0.0383198
dataset_1,493,0,3575,0.0199911,0.0218756,0.00970121,0.0311817
dataset_1,494,0,3576,0.0179493,0.0417853,0.00596251,0.0458666
dataset_1,495,0,3577,0.0199905,0.0296704,0.00969154,0.0370658
dataset_1,496,0,3578,0.0165632,0.00830365,0.00525063,0.0192577
dataset_1,497,0,3579,0.0199891,0.0139694,0.00967011,0.0262339
dataset_1,498,0,3580,0.0100111,0.0218566,0.00966715,0.0259112
dataset_1,499,0,3581,0.0197253,0.00837993,0.00836563,0.0230064
dataset_1,500,0,3582,0.0100099,0.0328139,0.00968503,0.0356476
dataset_1,501,0,3583,0.0149944,0.0082528,0.005,0.0178309
dataset_1,502,0,3584,0.0100034,0.0405446,0.00981608,0.0428986
dataset_1,503,0,3585,0.0100105,0.0171239,0.00967578,0.0220694
dataset_1,504,0,3586,0.0190878,0.0417747,0.00712082,0.0464777
dataset_1,505,0,3587,0.0199923,0.0327567,0.00972348,0.0395884
dataset_1,506,0,3588,0.0199924,0.0358133,0.00972493,0.0421529
dataset_1,507,0,3589,0.0100112,0.0234266,0.00966612,0.0272481
dataset_1,508,0,3590,0.0199898,0.0187398,0.00968096,0.0290602
dataset_1,509,0,3591,0.0135043,0.0419004,0.00522897,0.0443323
dataset_1,510,0,3592,0.0100096,0.0281258,0.00969005,0.0313871
dataset_1,511,0,3593,0.019991,0.0265607,0.00969939,0.0346293
dataset_1,512,0,3594,0.0100099,0.0343693,0.0096853,0.0370843
dataset_1,513,0,3595,0.011103,0.0420161,0.00686741,0.0439976
dataset_1,514,0,3596,0.0121642,0.0419438,0.00588199,0.0440664
dataset_1,515,0,3597,0.0199905,0.0281173,0.00969181,0.0358348
dataset_1,516,0,3598,0.0100079,0.0139684,0.00971826,0.0197413
dataset_1,517,0,3599,0.010009,0.0359218,0.00969988,0.038531
dataset_1,518,0,3600,0.0199912,0.0123903,0.00970288,0.0254423
dataset_1,519,0,3601,0.0199914,0.0250006,0.00970631,0.0334499
dataset_1,520,0,3602,0.0102694,0.00824639,0.00838102,0.015611
dataset_1,521,0,3603,0.0100093,0.0296907,0.00969529,0.0327982
dataset_1,522,0,3604,0.0109311,0.00832384,0.00709414,0.0154629
dataset_1,523,0,3605,0.0100078,0.0374766,0.00972034,0.0399892
dataset_1,524,0,3606,0.0190684,0.00846563,0.00709339,0.022036
dataset_1,525,0,3607,0.0199914,0.0234387,0.009707,0.0322994
dataset_1,526,0,3608,0.0100107,0.0187054,0.0096734,0.023317
dataset_1,527,0,3609,0.0199904,0.0203107,0.00969093,0.0301008
dataset_1,528,0,3610,0.0199825,0.00914834,0.00958165,0.023975
dataset_1,529,0,3611,0.0150065,0.0418627,0.005,0.0447513
dataset_1,530,0,3612,0.0100108,0.0249954,0.00967136,0.0286098
dataset_1,531,0,3613,0.0100155,0.0106881,0.00960608,0.0175164
dataset_1,532,0,3614,0.0100256,0.0420341,0.00949431,0.0442439
dataset_1,533,0,3615,0.0103868,0.0421288,0.00807179,0.0441347
dataset_1,534,0,3616,0.0198262,0.0417115,0.00869326,0.0469947
dataset_1,535,0,3617,0.0199893,0.0171586,0.00967306,0.0280635
dataset_1,536,0,3618,0.0134327,0.00825443,0.00525199,0.016618
dataset_1,537,0,3619,0.0165387,0.0418236,0.00524266,0.0452795
dataset_1,538,0,3620,0.0179743,0.00840172,0.00598085,0.0207228
dataset_1,539,0,3621,0.0100097,0.0155437,0.00968893,0.0208728
dataset_1,540,0,3622,0.0100109,0.0202802,0.0096694,0.0245968
dataset_1,541,0,3623,0.0100055,0.0390187,0.00976456,0.0414478
dataset_1,542,0,3624,0.0199809,0.0387946,0.00956386,0.0446736
dataset_1,543,0,3625,0.0199435,0.0402787,0.00925025,0.0458878
dataset_1,544,0,3626,0.0197553,0.0350042,0.00845508,0.0410737
dataset_1,545,0,3627,0.010272,0.0147111,0.00837328,0.0198
dataset_1,546,0,3628,0.0197642,0.0116033,0.00848268,0.024438
dataset_1,547,0,3629,0.0157206,0.0404857,0.0050522,0.0437236
dataset_1,548,0,3630,0.0172047,0.0404282,0.00551232,0.0442812
dataset_1,549,0,3631,0.0104102,0.00982808,0.00801657,0.0164082
dataset_1,550,0,3632,0.0141864,0.00961831,0.00506663,0.0178728
dataset_1,551,0,3633,0.0102831,0.0335976,0.00834137,0.0361126
dataset_1,552,0,3634,0.0102848,0.0194653,0.00833647,0.0235409
dataset_1,553,0,3635,0.0102788,0.0273466,0.00835381,0.0303855
dataset_1,554,0,3636,0.0197207,0.0288912,0.00835232,0.0359635
dataset_1,555,0,3637,0.0185029,0.0403683,0.00643214,0.0448701
dataset_1,556,0,3638,0.0102633,0.038255,0.0083989,0.0404885
dataset_1,557,0,3639,0.019714,0.0147325,0.00833326,0.0259833
dataset_1,558,0,3640,0.0197174,0.0179542,0.00834279,0.0279416
dataset_1,559,0,3641,0.0102828,0.016286,0.00834235,0.0209896
dataset_1,560,0,3642,0.0172867,0.00976996,0.00555352,0.0206185
dataset_1,561,0,3643,0.0197154,0.0163565,0.00833719,0.0269396
dataset_1,562,0,3644,0.0197448,0.0335008,0.00842308,0.0397884
dataset_1,563,0,3645,0.019725,0.027336,0.00836455,0.0347318
dataset_1,564,0,3646,0.0102894,0.0226336,0.00832365,0.026219
dataset_1,565,0,3647,0.0197319,0.0319748,0.0083848,0.0384973
dataset_1,566,0,3648,0.0127006,0.00966384,0.00556011,0.0169
dataset_1,567,0,3649,0.0102354,0.0397297,0.008484,0.041895
dataset_1,568,0,3650,0.0102728,0.0304773,0.00837106,0.0332335
dataset_1,569,0,3651,0.0194399,0.0404359,0.00770057,0.0455222
dataset_1,570,0,3652,0.0102734,0.0289123,0.00836918,0.0318042
dataset_1,571,0,3653,0.0197319,0.0226616,0.0083848,0.0311962
dataset_1,572,0,3654,0.0102806,0.0351464,0.00834855,0.0375587
dataset_1,573,0,3655,0.0197147,0.0130946,0.00833509,0.025092
dataset_1,574,0,3656,0.0197306,0.0257796,0.00838089,0.033528
dataset_1,575,0,3657,0.0102873,0.0210524,0.00832962,0.0248679
dataset_1,576,0,3658,0.0114173,0.00971951,0.00651223,0.0163473
dataset_1,577,0,3659,0.0102676,0.0366937,0.00838613,0.0390151
dataset_1,578,0,3660,0.0195894,0.0100144,0.00801565,0.0234154
dataset_1,579,0,3661,0.0197336,0.0242208,0.00838969,0.0323489
dataset_1,580,0,3662,0.010283,0.0178806,0.00834169,0.0222495
dataset_1,581,0,3663,0.0197268,0.021101,0.00836984,0.0300742
dataset_1,582,0,3664,0.010289,0.0242093,0.00832483,0.0275909
dataset_1,583,0,3665,0.0197227,0.030439,0.00835791,0.0372205
dataset_1,584,0,3666,0.0102734,0.011562,0.00836939,0.0175861
dataset_1,585,0,3667,0.0141974,0.0405321,0.00506484,0.0432443
dataset_1,586,0,3668,0.0102854,0.0257789,0.00833483,0.0289795
dataset_1,587,0,3669,0.011547,0.0406096,0.00638385,0.0426992
dataset_1,588,0,3670,0.019707,0.0379659,0.00831344,0.0435762
dataset_1,589,0,3671,0.0102423,0.0131764,0.00846233,0.0187119
dataset_1,590,0,3672,0.0102777,0.0320398,0.00835694,0.0346701
dataset_1,591,0,3673,0.0157633,0.0096401,0.00505861,0.0191573
dataset_1,592,0,3674,0.0186081,0.00997068,0.0065386,0.0221005
dataset_1,593,0,3675,0.0197433,0.0365061,0.00841842,0.0423481
