Compiling model...
'compile' took 0.263751 s
Warning: epochs is deprecated and will be removed in a future version. Use iterations instead.
Training model...
Step      Train loss                        Test loss                         Test metric
20300     [2.90e-01, 4.46e+01, 5.95e+01]    [2.90e-01, 4.46e+01, 5.95e+01]    []
20400     [3.92e-01, 4.63e+01, 5.83e+01]    [3.92e-01, 4.63e+01, 5.83e+01]    []
20500     [2.23e-01, 4.50e+01, 5.86e+01]    [2.23e-01, 4.50e+01, 5.86e+01]    []
20600     [3.04e-01, 4.36e+01, 5.90e+01]    [3.04e-01, 4.36e+01, 5.90e+01]    []
20700     [1.71e-01, 4.62e+01, 5.71e+01]    [1.71e-01, 4.62e+01, 5.71e+01]    []
20800     [2.19e-01, 4.43e+01, 5.80e+01]    [2.19e-01, 4.43e+01, 5.80e+01]    []
20900     [2.96e-01, 4.29e+01, 5.84e+01]    [2.96e-01, 4.29e+01, 5.84e+01]    []
21000     [2.78e-01, 4.64e+01, 5.61e+01]    [2.78e-01, 4.64e+01, 5.61e+01]    []
21100     [1.72e-01, 4.43e+01, 5.71e+01]    [1.72e-01, 4.43e+01, 5.71e+01]    []
21200     [2.52e-01, 4.27e+01, 5.78e+01]    [2.52e-01, 4.27e+01, 5.78e+01]    []
21300     [7.95e+01, 4.21e+01, 5.75e+01]    [7.95e+01, 4.21e+01, 5.75e+01]    []
21400     [1.28e-01, 4.58e+01, 5.52e+01]    [1.28e-01, 4.58e+01, 5.52e+01]    []
21500     [1.76e-01, 4.34e+01, 5.66e+01]    [1.76e-01, 4.34e+01, 5.66e+01]    []
21600     [2.51e-01, 4.19e+01, 5.72e+01]    [2.51e-01, 4.19e+01, 5.72e+01]    []
21700     [4.63e+01, 4.43e+01, 5.48e+01]    [4.63e+01, 4.43e+01, 5.48e+01]    []
21800     [1.76e-01, 4.33e+01, 5.55e+01]    [1.76e-01, 4.33e+01, 5.55e+01]    []
21900     [2.58e-01, 4.14e+01, 5.65e+01]    [2.58e-01, 4.14e+01, 5.65e+01]    []
22000     [7.84e-01, 4.55e+01, 5.32e+01]    [7.84e-01, 4.55e+01, 5.32e+01]    []
22100     [1.92e-01, 4.24e+01, 5.53e+01]    [1.92e-01, 4.24e+01, 5.53e+01]    []
22200     [2.74e-01, 4.07e+01, 5.61e+01]    [2.74e-01, 4.07e+01, 5.61e+01]    []
22300     [2.17e-01, 4.52e+01, 5.26e+01]    [2.17e-01, 4.52e+01, 5.26e+01]    []
22400     [2.01e-01, 4.20e+01, 5.47e+01]    [2.01e-01, 4.20e+01, 5.47e+01]    []
22500     [2.84e-01, 4.03e+01, 5.56e+01]    [2.84e-01, 4.03e+01, 5.56e+01]    []
22600     [2.45e+00, 4.55e+01, 5.17e+01]    [2.45e+00, 4.55e+01, 5.17e+01]    []
22700     [1.80e-01, 4.27e+01, 5.36e+01]    [1.80e-01, 4.27e+01, 5.36e+01]    []
22800     [2.61e-01, 4.05e+01, 5.49e+01]    [2.61e-01, 4.05e+01, 5.49e+01]    []
22900     [3.37e-01, 3.93e+01, 5.53e+01]    [3.37e-01, 3.93e+01, 5.53e+01]    []
23000     [1.75e-01, 4.55e+01, 5.07e+01]    [1.75e-01, 4.55e+01, 5.07e+01]    []
23100     [2.12e-01, 4.18e+01, 5.33e+01]    [2.12e-01, 4.18e+01, 5.33e+01]    []
23200     [2.93e-01, 3.99e+01, 5.45e+01]    [2.93e-01, 3.99e+01, 5.45e+01]    []
23300     [3.70e-01, 3.88e+01, 5.48e+01]    [3.70e-01, 3.88e+01, 5.48e+01]    []
23400     [4.57e-01, 4.31e+01, 5.14e+01]    [4.57e-01, 4.31e+01, 5.14e+01]    []
23500     [3.05e-01, 4.02e+01, 5.34e+01]    [3.05e-01, 4.02e+01, 5.34e+01]    []
23600     [3.94e-01, 3.86e+01, 5.42e+01]    [3.94e-01, 3.86e+01, 5.42e+01]    []
23700     [5.59e-01, 4.26e+01, 5.10e+01]    [5.59e-01, 4.26e+01, 5.10e+01]    []
23800     [3.46e-01, 3.97e+01, 5.30e+01]    [3.46e-01, 3.97e+01, 5.30e+01]    []
23900     [4.39e-01, 3.82e+01, 5.38e+01]    [4.39e-01, 3.82e+01, 5.38e+01]    []
24000     [2.52e-01, 4.43e+01, 4.93e+01]    [2.52e-01, 4.43e+01, 4.93e+01]    []
24100     [3.08e-01, 4.07e+01, 5.20e+01]    [3.08e-01, 4.07e+01, 5.20e+01]    []
24200     [3.97e-01, 3.87e+01, 5.31e+01]    [3.97e-01, 3.87e+01, 5.31e+01]    []
24300     [4.86e-01, 3.77e+01, 5.35e+01]    [4.86e-01, 3.77e+01, 5.35e+01]    []
24400     [4.99e-01, 4.20e+01, 5.01e+01]    [4.99e-01, 4.20e+01, 5.01e+01]    []
24500     [4.08e-01, 3.92e+01, 5.21e+01]    [4.08e-01, 3.92e+01, 5.21e+01]    []
24600     [5.07e-01, 3.77e+01, 5.29e+01]    [5.07e-01, 3.77e+01, 5.29e+01]    []
